   No.   File  Line   Col. Cls.  Mthd.  Rep.  Tok.     Text
 12706    18    82    32    18   325     0      60  )
 12707    18    82    34    18   325     0      63  {
 12708    18    83     9    18   325     0      19  return
 12709    18    83    20    18   325     0     111  ByteBufferAsIntBufferL
 12710    18    83    42    18   325     0      59  (
 12711    18    83    43    18   325     0     111  bb
 12712    18    83    45    18   325     0      66  ,
 12713    18    84    53    18   325     1     111  this.markValue
 12714    18    84    67    18   325     1      59  (
 12715    18    84    68    18   325     1      60  )
 12716    18    84    69    18   325     1      66  ,
 12717    18    85    53    18   325     1     111  this.position
 12718    18    85    66    18   325     1      59  (
 12719    18    85    67    18   325     1      60  )
 12720    18    85    68    18   325     1      66  ,
 12721    18    86    53    18   325     1     111  this.limit
 12722    18    86    63    18   325     1      59  (
 12723    18    86    64    18   325     1      60  )
 12724    18    86    65    18   325     1      66  ,
 12725    18    87    53    18   325     1     111  this.capacity
 12726    18    87    66    18   325     1      59  (
 12727    18    87    67    18   325     1      60  )
 12728    18    87    68    18   325     1      66  ,
 12729    18    88    53    18   325     0     111  offset
 12730    18    88    59    18   325     0      60  )
 12731    18    88    60    18   325     0     102  ;
 12732    18    89     5    18   325     0      64  }
 12733    18    89     5    18   325     0     846  ENDMETHOD
 12734    18    89     5    18   326     0     847  STARTMETHOD
 12735    18    91    12    18   326     0     111  IntBuffer
 12736    18    91    22    18   326     0     111  asReadOnlyBuffer
 12737    18    91    38    18   326     0      59  (
 12738    18    91    39    18   326     0      60  )
 12739    18    91    41    18   326     0      63  {
 12740    18    93     9    18   326     0      19  return
 12741    18    93    20    18   326     0     111  ByteBufferAsIntBufferRL
 12742    18    93    43    18   326     0      59  (
 12743    18    93    44    18   326     0     111  bb
 12744    18    93    46    18   326     0      66  ,
 12745    18    94    50    18   326     1     111  this.markValue
 12746    18    94    64    18   326     1      59  (
 12747    18    94    65    18   326     1      60  )
 12748    18    94    66    18   326     1      66  ,
 12749    18    95    50    18   326     1     111  this.position
 12750    18    95    63    18   326     1      59  (
 12751    18    95    64    18   326     1      60  )
 12752    18    95    65    18   326     1      66  ,
 12753    18    96    50    18   326     1     111  this.limit
 12754    18    96    60    18   326     1      59  (
 12755    18    96    61    18   326     1      60  )
 12756    18    96    62    18   326     1      66  ,
 12757    18    97    50    18   326     1     111  this.capacity
 12758    18    97    63    18   326     1      59  (
 12759    18    97    64    18   326     1      60  )
 12760    18    97    65    18   326     1      66  ,
 12761    18    98    50    18   326     0     111  offset
 12762    18    98    56    18   326     0      60  )
 12763    18    98    57    18   326     0     102  ;
 12764    18   102     5    18   326     0      64  }
 12765    18   102     5    18   326     0     848  ENDMETHOD
 12766    18   102     5    18   327     0     849  STARTMETHOD
 12767    18   106     5    18   327     0      23  protected
 12768    18   106    15    18   327     0      36  int
 12769    18   106    19    18   327     0     111  ix
 12770    18   106    21    18   327     0      59  (
 12771    18   106    22    18   327     0      36  int
 12772    18   106    26    18   327     0     111  i
 12773    18   106    27    18   327     0      60  )
 12774    18   106    29    18   327     0      63  {
 12775    18   107     9    18   327     0      19  return
 12776    18   107    16    18   327     0      59  (
 12777    18   107    17    18   327     0     111  i
 12778    18   107    19    18   327     0      90  <<
 12779    18   107    22    18   327     0     112  2
 12780    18   107    23    18   327     0      60  )
 12781    18   107    25    18   327     0      74  +
 12782    18   107    27    18   327     0     111  offset
 12783    18   107    33    18   327     0     102  ;
 12784    18   108     5    18   327     0      64  }
 12785    18   108     5    18   327     0     850  ENDMETHOD
 12786    18   108     5    18   328     0     851  STARTMETHOD
 12787    18   110    12    18   328     0      36  int
 12788    18   110    16    18   328     0     111  get
 12789    18   110    19    18   328     0      59  (
 12790    18   110    20    18   328     0      60  )
 12791    18   110    22    18   328     0      63  {
 12792    18   111     9    18   328     0      19  return
 12793    18   111    16    18   328     0     111  Bits.getIntL
 12794    18   111    28    18   328     0      59  (
 12795    18   111    29    18   328     0     111  bb
 12796    18   111    31    18   328     0      66  ,
 12797    18   111    33    18   328     0     111  ix
 12798    18   111    35    18   328     0      59  (
 12799    18   111    36    18   328     0     111  nextGetIndex
 12800    18   111    48    18   328     0      59  (
 12801    18   111    49    18   328     0      60  )
 12802    18   111    50    18   328     0      60  )
 12803    18   111    51    18   328     0      60  )
 12804    18   111    52    18   328     0     102  ;
 12805    18   112     5    18   328     0      64  }
 12806    18   112     5    18   328     0     852  ENDMETHOD
 12807    18   112     5    18   329     0     853  STARTMETHOD
 12808    18   114    12    18   329     0      36  int
 12809    18   114    16    18   329     0     111  get
 12810    18   114    19    18   329     0      59  (
 12811    18   114    20    18   329     0      36  int
 12812    18   114    24    18   329     0     111  i
 12813    18   114    25    18   329     0      60  )
 12814    18   114    27    18   329     0      63  {
 12815    18   115     9    18   329     0      19  return
 12816    18   115    16    18   329     0     111  Bits.getIntL
 12817    18   115    28    18   329     0      59  (
 12818    18   115    29    18   329     0     111  bb
 12819    18   115    31    18   329     0      66  ,
 12820    18   115    33    18   329     0     111  ix
 12821    18   115    35    18   329     0      59  (
 12822    18   115    36    18   329     0     111  checkIndex
 12823    18   115    46    18   329     0      59  (
 12824    18   115    47    18   329     0     111  i
 12825    18   115    48    18   329     0      60  )
 12826    18   115    49    18   329     0      60  )
 12827    18   115    50    18   329     0      60  )
 12828    18   115    51    18   329     0     102  ;
 12829    18   116     5    18   329     0      64  }
 12830    18   116     5    18   329     0     854  ENDMETHOD
 12831    18   116     5    18   330     0     855  STARTMETHOD
 12832    18   120    12    18   330     0     111  IntBuffer
 12833    18   120    22    18   330     0     111  put
 12834    18   120    25    18   330     0      59  (
 12835    18   120    26    18   330     0      36  int
 12836    18   120    30    18   330     0     111  x
 12837    18   120    31    18   330     0      60  )
 12838    18   120    33    18   330     0      63  {
 12839    18   122     9    18   330     0     111  Bits.putIntL
 12840    18   122    21    18   330     0      59  (
 12841    18   122    22    18   330     0     111  bb
 12842    18   122    24    18   330     0      66  ,
 12843    18   122    26    18   330     0     111  ix
 12844    18   122    28    18   330     0      59  (
 12845    18   122    29    18   330     0     111  nextPutIndex
 12846    18   122    41    18   330     0      59  (
 12847    18   122    42    18   330     0      60  )
 12848    18   122    43    18   330     0      60  )
 12849    18   122    44    18   330     0      66  ,
 12850    18   122    46    18   330     0     111  x
 12851    18   122    47    18   330     0      60  )
 12852    18   122    48    18   330     0     102  ;
 12853    18   123     9    18   330     0      19  return
 12854    18   123    16    18   330     0      44  this
 12855    18   123    20    18   330     0     102  ;
 12856    18   127     5    18   330     0      64  }
 12857    18   127     5    18   330     0     856  ENDMETHOD
 12858    18   127     5    18   331     0     857  STARTMETHOD
 12859    18   129    12    18   331     0     111  IntBuffer
 12860    18   129    22    18   331     0     111  put
 12861    18   129    25    18   331     0      59  (
 12862    18   129    26    18   331     0      36  int
 12863    18   129    30    18   331     0     111  i
 12864    18   129    31    18   331     0      66  ,
 12865    18   129    33    18   331     0      36  int
 12866    18   129    37    18   331     0     111  x
 12867    18   129    38    18   331     0      60  )
 12868    18   129    40    18   331     0      63  {
 12869    18   131     9    18   331     0     111  Bits.putIntL
 12870    18   131    21    18   331     0      59  (
 12871    18   131    22    18   331     0     111  bb
 12872    18   131    24    18   331     0      66  ,
 12873    18   131    26    18   331     0     111  ix
 12874    18   131    28    18   331     0      59  (
 12875    18   131    29    18   331     0     111  checkIndex
 12876    18   131    39    18   331     0      59  (
 12877    18   131    40    18   331     0     111  i
 12878    18   131    41    18   331     0      60  )
 12879    18   131    42    18   331     0      60  )
 12880    18   131    43    18   331     0      66  ,
 12881    18   131    45    18   331     0     111  x
 12882    18   131    46    18   331     0      60  )
 12883    18   131    47    18   331     0     102  ;
 12884    18   132     9    18   331     0      19  return
 12885    18   132    16    18   331     0      44  this
 12886    18   132    20    18   331     0     102  ;
 12887    18   136     5    18   331     0      64  }
 12888    18   136     5    18   331     0     858  ENDMETHOD
 12889    18   136     5    18   332     0     859  STARTMETHOD
 12890    18   138    12    18   332     0     111  IntBuffer
 12891    18   138    22    18   332     0     111  compact
 12892    18   138    29    18   332     0      59  (
 12893    18   138    30    18   332     0      60  )
 12894    18   138    32    18   332     0      63  {
 12895    18   140     9    18   332     1      36  int
 12896    18   140    13    18   332     1     111  pos
 12897    18   140    17    18   332     1      67  =
 12898    18   140    19    18   332     1     111  position
 12899    18   140    27    18   332     1      59  (
 12900    18   140    28    18   332     1      60  )
 12901    18   140    29    18   332     1     102  ;
 12902    18   141     9    18   332     1      36  int
 12903    18   141    13    18   332     1     111  lim
 12904    18   141    17    18   332     1      67  =
 12905    18   141    19    18   332     1     111  limit
 12906    18   141    24    18   332     1      59  (
 12907    18   141    25    18   332     1      60  )
 12908    18   141    26    18   332     1     102  ;
 12909    18   142     9    18   332     0     111  assert
 12910    18   142    16    18   332     0      59  (
 12911    18   142    17    18   332     0     111  pos
 12912    18   142    21    18   332     0      92  <=
 12913    18   142    24    18   332     0     111  lim
 12914    18   142    27    18   332     0      60  )
 12915    18   142    28    18   332     0     102  ;
 12916    18   143     9    18   332     0      36  int
 12917    18   143    13    18   332     0     111  rem
 12918    18   143    17    18   332     0      67  =
 12919    18   143    19    18   332     0      59  (
 12920    18   143    20    18   332     0     111  pos
 12921    18   143    24    18   332     0      92  <=
 12922    18   143    27    18   332     0     111  lim
 12923    18   143    31    18   332     0      58  ?
 12924    18   143    33    18   332     0     111  lim
 12925    18   143    37    18   332     0      77  -
 12926    18   143    39    18   332     0     111  pos
 12927    18   143    43    18   332     0      65  :
 12928    18   143    45    18   332     0     112  0
 12929    18   143    46    18   332     0      60  )
 12930    18   143    47    18   332     0     102  ;
 12931    18   145     9    18   332     0     111  ByteBuffer
 12932    18   145    20    18   332     0     111  db
 12933    18   145    23    18   332     0      67  =
 12934    18   145    25    18   332     0     111  bb.duplicate
 12935    18   145    37    18   332     0      59  (
 12936    18   145    38    18   332     0      60  )
 12937    18   145    39    18   332     0     102  ;
 12938    18   146     9    18   332     0     111  db.limit
 12939    18   146    17    18   332     0      59  (
 12940    18   146    18    18   332     0     111  ix
 12941    18   146    20    18   332     0      59  (
 12942    18   146    21    18   332     0     111  lim
 12943    18   146    24    18   332     0      60  )
 12944    18   146    25    18   332     0      60  )
 12945    18   146    26    18   332     0     102  ;
 12946    18   147     9    18   332     0     111  db.position
 12947    18   147    20    18   332     0      59  (
 12948    18   147    21    18   332     0     111  ix
 12949    18   147    23    18   332     0      59  (
 12950    18   147    24    18   332     0     112  0
 12951    18   147    25    18   332     0      60  )
 12952    18   147    26    18   332     0      60  )
 12953    18   147    27    18   332     0     102  ;
 12954    18   148     9    18   332     0     111  ByteBuffer
 12955    18   148    20    18   332     0     111  sb
 12956    18   148    23    18   332     0      67  =
 12957    18   148    25    18   332     0     111  db.slice
 12958    18   148    33    18   332     0      59  (
 12959    18   148    34    18   332     0      60  )
 12960    18   148    35    18   332     0     102  ;
 12961    18   149     9    18   332     0     111  sb.position
 12962    18   149    20    18   332     0      59  (
 12963    18   149    21    18   332     0     111  pos
 12964    18   149    25    18   332     0      90  <<
 12965    18   149    28    18   332     0     112  2
 12966    18   149    29    18   332     0      60  )
 12967    18   149    30    18   332     0     102  ;
 12968    18   150     9    18   332     0     111  sb.compact
 12969    18   150    19    18   332     0      59  (
 12970    18   150    20    18   332     0      60  )
 12971    18   150    21    18   332     0     102  ;
 12972    18   151     9    18   332     0     111  position
 12973    18   151    17    18   332     0      59  (
 12974    18   151    18    18   332     0     111  rem
 12975    18   151    21    18   332     0      60  )
 12976    18   151    22    18   332     0     102  ;
 12977    18   152     9    18   332     0     111  limit
 12978    18   152    14    18   332     0      59  (
 12979    18   152    15    18   332     0     111  capacity
 12980    18   152    23    18   332     0      59  (
 12981    18   152    24    18   332     0      60  )
 12982    18   152    25    18   332     0      60  )
 12983    18   152    26    18   332     0     102  ;
 12984    18   153     9    18   332     0      19  return
 12985    18   153    16    18   332     0      44  this
 12986    18   153    20    18   332     0     102  ;
 12987    18   157     5    18   332     0      64  }
 12988    18   157     5    18   332     0     860  ENDMETHOD
 12989    18   157     5    18   333     0     861  STARTMETHOD
 12990    18   159    12    18   333     0      39  boolean
 12991    18   159    20    18   333     0     111  isDirect
 12992    18   159    28    18   333     0      59  (
 12993    18   159    29    18   333     0      60  )
 12994    18   159    31    18   333     0      63  {
 12995    18   160     9    18   333     0      19  return
 12996    18   160    16    18   333     0     111  bb.isDirect
 12997    18   160    27    18   333     0      59  (
 12998    18   160    28    18   333     0      60  )
 12999    18   160    29    18   333     1     102  ;
 13000    18   161     5    18   333     1      64  }
 13001    18   161     5    18   333     0     862  ENDMETHOD
 13002    18   161     5    18   334     0     863  STARTMETHOD
 13003    18   163    12    18   334     0      39  boolean
 13004    18   163    20    18   334     0     111  isReadOnly
 13005    18   163    30    18   334     0      59  (
 13006    18   163    31    18   334     0      60  )
 13007    18   163    33    18   334     0      63  {
 13008    18   164     9    18   334     0      19  return
 13009    18   164    16    18   334     0      43  false
 13010    18   164    21    18   334     1     102  ;
 13011    18   165     5    18   334     1      64  }
 13012    18   165     5    18   334     0     864  ENDMETHOD
 13013    18   165     5    18   335     0     865  STARTMETHOD
 13014    18   207    12    18   335     0     111  ByteOrder
 13015    18   207    22    18   335     0     111  order
 13016    18   207    27    18   335     0      59  (
 13017    18   207    28    18   335     0      60  )
 13018    18   207    30    18   335     0      63  {
 13019    18   212     9    18   335     0      19  return
 13020    18   212    16    18   335     0     111  ByteOrder.LITTLE_ENDIAN
 13021    18   212    39    18   335     1     102  ;
 13022    18   214     5    18   335     1      64  }
 13023    18   214     5    18   335     0     866  ENDMETHOD
 13024    18   216     1    18    -1     0      64  }
 13025    18   216     1    18    -1     1     867  ENDCLASS
 13026    18   216     1    -1    -1     1     868  ENDFILE C:\Users\RA\javasrc\java\nio\ByteBufferAsIntBufferL.java
 13027    19     1     1    -1    -1     1     869  STARTFILE C:\Users\RA\javasrc\java\nio\ByteBufferAsIntBufferRB.java
 13028    19    28     9    -1    -1     0     111  java.nio
 13029    19    28    17    -1    -1     0     102  ;
 13030    19    31     1    19    -1     0     870  STARTCLASS
 13031    19    31     1    19    -1     0      24  class
 13032    19    31     7    19    -1     0     111  ByteBufferAsIntBufferRB
 13033    19    32     5    19    -1     0      38  extends
 13034    19    32    13    19    -1     0     111  ByteBufferAsIntBufferB
 13035    19    33     1    19    -1     0      63  {
 13036    19    33     1    19   336     0     871  STARTMETHOD
 13037    19    42     5    19   336     0     111  ByteBufferAsIntBufferRB
 13038    19    42    28    19   336     0      59  (
 13039    19    42    29    19   336     0     111  ByteBuffer
 13040    19    42    40    19   336     0     111  bb
 13041    19    42    42    19   336     0      60  )
 13042    19    42    44    19   336     0      63  {
 13043    19    55     9    19   336     0      27  super
 13044    19    55    14    19   336     0      59  (
 13045    19    55    15    19   336     0     111  bb
 13046    19    55    17    19   336     0      60  )
 13047    19    55    18    19   336     0     102  ;
 13048    19    57     5    19   336     0      64  }
 13049    19    57     5    19   336     0     872  ENDMETHOD
 13050    19    57     5    19   337     0     873  STARTMETHOD
 13051    19    59     5    19   337     0     111  ByteBufferAsIntBufferRB
 13052    19    59    28    19   337     0      59  (
 13053    19    59    29    19   337     0     111  ByteBuffer
 13054    19    59    40    19   337     0     111  bb
 13055    19    59    42    19   337     0      66  ,
 13056    19    60    38    19   337     0      36  int
 13057    19    60    42    19   337     0     111  mark
 13058    19    60    46    19   337     0      66  ,
 13059    19    60    48    19   337     0      36  int
 13060    19    60    52    19   337     0     111  pos
 13061    19    60    55    19   337     0      66  ,
 13062    19    60    57    19   337     0      36  int
 13063    19    60    61    19   337     0     111  lim
 13064    19    60    64    19   337     0      66  ,
 13065    19    60    66    19   337     0      36  int
 13066    19    60    70    19   337     0     111  cap
 13067    19    60    73    19   337     0      66  ,
 13068    19    61    38    19   337     0      36  int
 13069    19    61    42    19   337     0     111  off
 13070    19    61    45    19   337     0      60  )
 13071    19    62     5    19   337     0      63  {
 13072    19    68     9    19   337     0      27  super
 13073    19    68    14    19   337     0      59  (
 13074    19    68    15    19   337     0     111  bb
 13075    19    68    17    19   337     0      66  ,
 13076    19    68    19    19   337     0     111  mark
 13077    19    68    23    19   337     0      66  ,
 13078    19    68    25    19   337     0     111  pos
 13079    19    68    28    19   337     0      66  ,
 13080    19    68    30    19   337     0     111  lim
 13081    19    68    33    19   337     0      66  ,
 13082    19    68    35    19   337     0     111  cap
 13083    19    68    38    19   337     0      66  ,
 13084    19    68    40    19   337     0     111  off
 13085    19    68    43    19   337     0      60  )
 13086    19    68    44    19   337     0     102  ;
 13087    19    70     5    19   337     0      64  }
 13088    19    70     5    19   337     0     874  ENDMETHOD
 13089    19    70     5    19   338     0     875  STARTMETHOD
 13090    19    72    12    19   338     0     111  IntBuffer
 13091    19    72    22    19   338     0     111  slice
 13092    19    72    27    19   338     0      59  (
 13093    19    72    28    19   338     0      60  )
 13094    19    72    30    19   338     0      63  {
 13095    19    73     9    19   338     1      36  int
 13096    19    73    13    19   338     1     111  pos
 13097    19    73    17    19   338     1      67  =
 13098    19    73    19    19   338     1     111  this.position
 13099    19    73    32    19   338     1      59  (
 13100    19    73    33    19   338     1      60  )
 13101    19    73    34    19   338     1     102  ;
 13102    19    74     9    19   338     1      36  int
 13103    19    74    13    19   338     1     111  lim
 13104    19    74    17    19   338     1      67  =
 13105    19    74    19    19   338     1     111  this.limit
 13106    19    74    29    19   338     1      59  (
 13107    19    74    30    19   338     1      60  )
 13108    19    74    31    19   338     1     102  ;
 13109    19    75     9    19   338     0     111  assert
 13110    19    75    16    19   338     0      59  (
 13111    19    75    17    19   338     0     111  pos
 13112    19    75    21    19   338     0      92  <=
 13113    19    75    24    19   338     0     111  lim
 13114    19    75    27    19   338     0      60  )
 13115    19    75    28    19   338     0     102  ;
 13116    19    76     9    19   338     0      36  int
 13117    19    76    13    19   338     0     111  rem
 13118    19    76    17    19   338     0      67  =
 13119    19    76    19    19   338     0      59  (
 13120    19    76    20    19   338     0     111  pos
 13121    19    76    24    19   338     0      92  <=
 13122    19    76    27    19   338     0     111  lim
 13123    19    76    31    19   338     0      58  ?
 13124    19    76    33    19   338     0     111  lim
 13125    19    76    37    19   338     0      77  -
 13126    19    76    39    19   338     0     111  pos
 13127    19    76    43    19   338     0      65  :
 13128    19    76    45    19   338     0     112  0
 13129    19    76    46    19   338     0      60  )
 13130    19    76    47    19   338     0     102  ;
 13131    19    77     9    19   338     0      36  int
 13132    19    77    13    19   338     0     111  off
 13133    19    77    17    19   338     0      67  =
 13134    19    77    19    19   338     0      59  (
 13135    19    77    20    19   338     0     111  pos
 13136    19    77    24    19   338     0      90  <<
 13137    19    77    27    19   338     0     112  2
 13138    19    77    28    19   338     0      60  )
 13139    19    77    30    19   338     0      74  +
 13140    19    77    32    19   338     0     111  offset
 13141    19    77    38    19   338     0     102  ;
 13142    19    78     9    19   338     0     111  assert
 13143    19    78    16    19   338     0      59  (
 13144    19    78    17    19   338     0     111  off
 13145    19    78    21    19   338     0      88  >=
 13146    19    78    24    19   338     0     112  0
 13147    19    78    25    19   338     0      60  )
 13148    19    78    26    19   338     0     102  ;
 13149    19    79     9    19   338     0      19  return
 13150    19    79    20    19   338     0     111  ByteBufferAsIntBufferRB
 13151    19    79    43    19   338     0      59  (
 13152    19    79    44    19   338     0     111  bb
 13153    19    79    46    19   338     0      66  ,
 13154    19    79    48    19   338     0      77  -
 13155    19    79    49    19   338     0     112  1
 13156    19    79    50    19   338     0      66  ,
 13157    19    79    52    19   338     0     112  0
 13158    19    79    53    19   338     0      66  ,
 13159    19    79    55    19   338     0     111  rem
 13160    19    79    58    19   338     0      66  ,
 13161    19    79    60    19   338     0     111  rem
 13162    19    79    63    19   338     0      66  ,
 13163    19    79    65    19   338     0     111  off
 13164    19    79    68    19   338     0      60  )
 13165    19    79    69    19   338     0     102  ;
 13166    19    80     5    19   338     0      64  }
 13167    19    80     5    19   338     0     876  ENDMETHOD
 13168    19    80     5    19   339     0     877  STARTMETHOD
 13169    19    82    12    19   339     0     111  IntBuffer
 13170    19    82    22    19   339     0     111  duplicate
 13171    19    82    31    19   339     0      59  (
 13172    19    82    32    19   339     0      60  )
 13173    19    82    34    19   339     0      63  {
 13174    19    83     9    19   339     0      19  return
 13175    19    83    20    19   339     0     111  ByteBufferAsIntBufferRB
 13176    19    83    43    19   339     0      59  (
 13177    19    83    44    19   339     0     111  bb
 13178    19    83    46    19   339     0      66  ,
 13179    19    84    53    19   339     1     111  this.markValue
 13180    19    84    67    19   339     1      59  (
 13181    19    84    68    19   339     1      60  )
 13182    19    84    69    19   339     1      66  ,
 13183    19    85    53    19   339     1     111  this.position
 13184    19    85    66    19   339     1      59  (
 13185    19    85    67    19   339     1      60  )
 13186    19    85    68    19   339     1      66  ,
 13187    19    86    53    19   339     1     111  this.limit
 13188    19    86    63    19   339     1      59  (
 13189    19    86    64    19   339     1      60  )
 13190    19    86    65    19   339     1      66  ,
 13191    19    87    53    19   339     1     111  this.capacity
 13192    19    87    66    19   339     1      59  (
 13193    19    87    67    19   339     1      60  )
 13194    19    87    68    19   339     1      66  ,
 13195    19    88    53    19   339     0     111  offset
 13196    19    88    59    19   339     0      60  )
 13197    19    88    60    19   339     0     102  ;
 13198    19    89     5    19   339     0      64  }
 13199    19    89     5    19   339     0     878  ENDMETHOD
 13200    19    89     5    19   340     0     879  STARTMETHOD
 13201    19    91    12    19   340     0     111  IntBuffer
 13202    19    91    22    19   340     0     111  asReadOnlyBuffer
 13203    19    91    38    19   340     0      59  (
 13204    19    91    39    19   340     0      60  )
 13205    19    91    41    19   340     0      63  {
 13206    19   100     9    19   340     0      19  return
 13207    19   100    16    19   340     0     111  duplicate
 13208    19   100    25    19   340     0      59  (
 13209    19   100    26    19   340     0      60  )
 13210    19   100    27    19   340     0     102  ;
 13211    19   102     5    19   340     0      64  }
 13212    19   102     5    19   340     0     880  ENDMETHOD
 13213    19   102     5    19   341     0     881  STARTMETHOD
 13214    19   120    12    19   341     0     111  IntBuffer
 13215    19   120    22    19   341     0     111  put
 13216    19   120    25    19   341     0      59  (
 13217    19   120    26    19   341     0      36  int
 13218    19   120    30    19   341     0     111  x
 13219    19   120    31    19   341     0      60  )
 13220    19   120    33    19   341     0      63  {
 13221    19   125     9    19   341     0      20  throw
 13222    19   125    19    19   341     0     111  ReadOnlyBufferException
 13223    19   125    42    19   341     0      59  (
 13224    19   125    43    19   341     0      60  )
 13225    19   125    44    19   341     0     102  ;
 13226    19   127     5    19   341     0      64  }
 13227    19   127     5    19   341     0     882  ENDMETHOD
 13228    19   127     5    19   342     0     883  STARTMETHOD
 13229    19   129    12    19   342     0     111  IntBuffer
 13230    19   129    22    19   342     0     111  put
 13231    19   129    25    19   342     0      59  (
 13232    19   129    26    19   342     0      36  int
 13233    19   129    30    19   342     0     111  i
 13234    19   129    31    19   342     0      66  ,
 13235    19   129    33    19   342     0      36  int
 13236    19   129    37    19   342     0     111  x
 13237    19   129    38    19   342     0      60  )
 13238    19   129    40    19   342     0      63  {
 13239    19   134     9    19   342     0      20  throw
 13240    19   134    19    19   342     1     111  ReadOnlyBufferException
 13241    19   134    42    19   342     1      59  (
 13242    19   134    43    19   342     1      60  )
 13243    19   134    44    19   342     1     102  ;
 13244    19   136     5    19   342     1      64  }
 13245    19   136     5    19   342     0     884  ENDMETHOD
 13246    19   136     5    19   343     0     885  STARTMETHOD
 13247    19   138    12    19   343     0     111  IntBuffer
 13248    19   138    22    19   343     0     111  compact
 13249    19   138    29    19   343     0      59  (
 13250    19   138    30    19   343     0      60  )
 13251    19   138    32    19   343     0      63  {
 13252    19   155     9    19   343     0      20  throw
 13253    19   155    19    19   343     1     111  ReadOnlyBufferException
 13254    19   155    42    19   343     1      59  (
 13255    19   155    43    19   343     1      60  )
 13256    19   155    44    19   343     1     102  ;
 13257    19   157     5    19   343     1      64  }
 13258    19   157     5    19   343     0     886  ENDMETHOD
 13259    19   157     5    19   344     0     887  STARTMETHOD
 13260    19   159    12    19   344     0      39  boolean
 13261    19   159    20    19   344     0     111  isDirect
 13262    19   159    28    19   344     0      59  (
 13263    19   159    29    19   344     0      60  )
 13264    19   159    31    19   344     0      63  {
 13265    19   160     9    19   344     0      19  return
 13266    19   160    16    19   344     1     111  bb.isDirect
 13267    19   160    27    19   344     1      59  (
 13268    19   160    28    19   344     1      60  )
 13269    19   160    29    19   344     1     102  ;
 13270    19   161     5    19   344     1      64  }
 13271    19   161     5    19   344     0     888  ENDMETHOD
 13272    19   161     5    19   345     0     889  STARTMETHOD
 13273    19   163    12    19   345     0      39  boolean
 13274    19   163    20    19   345     0     111  isReadOnly
 13275    19   163    30    19   345     0      59  (
 13276    19   163    31    19   345     0      60  )
 13277    19   163    33    19   345     0      63  {
 13278    19   164     9    19   345     0      19  return
 13279    19   164    16    19   345     0      52  true
 13280    19   164    20    19   345     0     102  ;
 13281    19   165     5    19   345     0      64  }
 13282    19   165     5    19   345     0     890  ENDMETHOD
 13283    19   165     5    19   346     0     891  STARTMETHOD
 13284    19   207    12    19   346     0     111  ByteOrder
 13285    19   207    22    19   346     0     111  order
 13286    19   207    27    19   346     0      59  (
 13287    19   207    28    19   346     0      60  )
 13288    19   207    30    19   346     0      63  {
 13289    19   209     9    19   346     0      19  return
 13290    19   209    16    19   346     0     111  ByteOrder.BIG_ENDIAN
 13291    19   209    36    19   346     0     102  ;
 13292    19   214     5    19   346     0      64  }
 13293    19   214     5    19   346     0     892  ENDMETHOD
 13294    19   216     1    19    -1     0      64  }
 13295    19   216     1    19    -1     1     893  ENDCLASS
 13296    19   216     1    -1    -1     1     894  ENDFILE C:\Users\RA\javasrc\java\nio\ByteBufferAsIntBufferRB.java
 13297    20     1     1    -1    -1     1     895  STARTFILE C:\Users\RA\javasrc\java\nio\ByteBufferAsIntBufferRL.java
 13298    20    28     9    -1    -1     0     111  java.nio
 13299    20    28    17    -1    -1     0     102  ;
 13300    20    31     1    20    -1     0     896  STARTCLASS
 13301    20    31     1    20    -1     0      24  class
 13302    20    31     7    20    -1     0     111  ByteBufferAsIntBufferRL
 13303    20    32     5    20    -1     0      38  extends
 13304    20    32    13    20    -1     0     111  ByteBufferAsIntBufferL
 13305    20    33     1    20    -1     0      63  {
 13306    20    33     1    20   347     0     897  STARTMETHOD
 13307    20    42     5    20   347     0     111  ByteBufferAsIntBufferRL
 13308    20    42    28    20   347     0      59  (
 13309    20    42    29    20   347     0     111  ByteBuffer
 13310    20    42    40    20   347     0     111  bb
 13311    20    42    42    20   347     0      60  )
 13312    20    42    44    20   347     0      63  {
 13313    20    55     9    20   347     0      27  super
 13314    20    55    14    20   347     0      59  (
 13315    20    55    15    20   347     0     111  bb
 13316    20    55    17    20   347     0      60  )
 13317    20    55    18    20   347     0     102  ;
 13318    20    57     5    20   347     0      64  }
 13319    20    57     5    20   347     0     898  ENDMETHOD
 13320    20    57     5    20   348     0     899  STARTMETHOD
 13321    20    59     5    20   348     0     111  ByteBufferAsIntBufferRL
 13322    20    59    28    20   348     0      59  (
 13323    20    59    29    20   348     0     111  ByteBuffer
 13324    20    59    40    20   348     0     111  bb
 13325    20    59    42    20   348     0      66  ,
 13326    20    60    38    20   348     0      36  int
 13327    20    60    42    20   348     0     111  mark
 13328    20    60    46    20   348     0      66  ,
 13329    20    60    48    20   348     0      36  int
 13330    20    60    52    20   348     0     111  pos
 13331    20    60    55    20   348     0      66  ,
 13332    20    60    57    20   348     0      36  int
 13333    20    60    61    20   348     0     111  lim
 13334    20    60    64    20   348     0      66  ,
 13335    20    60    66    20   348     0      36  int
 13336    20    60    70    20   348     0     111  cap
 13337    20    60    73    20   348     0      66  ,
 13338    20    61    38    20   348     0      36  int
 13339    20    61    42    20   348     0     111  off
 13340    20    61    45    20   348     0      60  )
 13341    20    62     5    20   348     0      63  {
